Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,OT_Flag,Notes
"Fri, Feb 10, 2017",8:00 PM,Golden State Warriors,122,Memphis Grizzlies,107,Box Score,,
"Fri, Feb 10, 2017",8:00 PM,Los Angeles Lakers,122,Milwaukee Bucks,114,Box Score,,
"Fri, Feb 10, 2017",8:00 PM,New Orleans Pelicans,122,Minnesota Timberwolves,106,Box Score,,
"Fri, Feb 10, 2017",7:30 PM,Denver Nuggets,131,New York Knicks,123,Box Score,,
"Fri, Feb 10, 2017",10:30 PM,Chicago Bulls,97,Phoenix Suns,115,Box Score,,
"Fri, Feb 10, 2017",10:30 PM,Atlanta Hawks,107,Sacramento Kings,108,Box Score,,
"Fri, Feb 10, 2017",8:00 PM,Indiana Pacers,107,Washington Wizards,112,Box Score,,
"Sat, Feb 11, 2017",5:00 PM,Los Angeles Clippers,107,Charlotte Hornets,102,Box Score,,
"Sat, Feb 11, 2017",7:30 PM,Denver Nuggets,109,Cleveland Cavaliers,125,Box Score,,
"Sat, Feb 11, 2017",9:00 PM,Orlando Magic,80,Dallas Mavericks,112,Box Score,,
"Sat, Feb 11, 2017",9:00 PM,Phoenix Suns,102,Houston Rockets,133,Box Score,,
"Sat, Feb 11, 2017",7:00 PM,Milwaukee Bucks,116,Indiana Pacers,100,Box Score,,
"Sat, Feb 11, 2017",8:30 PM,Golden State Warriors,130,Oklahoma City Thunder,114,Box Score,,
"Sat, Feb 11, 2017",7:30 PM,Miami Heat,109,Philadelphia 76ers,117,Box Score,,
"Sat, Feb 11, 2017",10:00 PM,Boston Celtics,112,Utah Jazz,104,Box Score,,
"Sun, Feb 12, 2017",3:30 PM,Chicago Bulls,89,Minnesota Timberwolves,117,Box Score,,
"Sun, Feb 12, 2017",3:30 PM,San Antonio Spurs,90,New York Knicks,94,Box Score,,
"Sun, Feb 12, 2017",9:00 PM,New Orleans Pelicans,99,Sacramento Kings,105,Box Score,,
"Sun, Feb 12, 2017",6:00 PM,Detroit Pistons,102,Toronto Raptors,101,Box Score,,
"Mon, Feb 13, 2017",7:30 PM,Memphis Grizzlies,112,Brooklyn Nets,103,Box Score,,
"Mon, Feb 13, 2017",7:00 PM,Philadelphia 76ers,105,Charlotte Hornets,99,Box Score,,
"Mon, Feb 13, 2017",8:30 PM,Boston Celtics,111,Dallas Mavericks,98,Box Score,,
"Mon, Feb 13, 2017",9:00 PM,Golden State Warriors,110,Denver Nuggets,132,Box Score,,
"Mon, Feb 13, 2017",7:00 PM,San Antonio Spurs,110,Indiana Pacers,106,Box Score,,
"Mon, Feb 13, 2017",7:30 PM,Orlando Magic,116,Miami Heat,107,Box Score,,
"Mon, Feb 13, 2017",8:00 PM,Detroit Pistons,89,Milwaukee Bucks,102,Box Score,,
"Mon, Feb 13, 2017",9:00 PM,New Orleans Pelicans,110,Phoenix Suns,108,Box Score,,
"Mon, Feb 13, 2017",10:30 PM,Atlanta Hawks,109,Portland Trail Blazers,104,Box Score,OT,
"Mon, Feb 13, 2017",9:00 PM,Los Angeles Clippers,88,Utah Jazz,72,Box Score,,
"Mon, Feb 13, 2017",8:00 PM,Oklahoma City Thunder,98,Washington Wizards,120,Box Score,,
"Tue, Feb 14, 2017",8:00 PM,Toronto Raptors,94,Chicago Bulls,105,Box Score,,
"Tue, Feb 14, 2017",10:30 PM,Sacramento Kings,97,Los Angeles Lakers,96,Box Score,,
"Tue, Feb 14, 2017",8:00 PM,Cleveland Cavaliers,116,Minnesota Timberwolves,108,Box Score,,
"Wed, Feb 15, 2017",7:30 PM,Philadelphia 76ers,108,Boston Celtics,116,Box Score,,
"Wed, Feb 15, 2017",7:30 PM,Milwaukee Bucks,129,Brooklyn Nets,125,Box Score,,
"Wed, Feb 15, 2017",7:00 PM,Indiana Pacers,104,Cleveland Cavaliers,113,Box Score,,
"Wed, Feb 15, 2017",9:00 PM,Minnesota Timberwolves,112,Denver Nuggets,99,Box Score,,
"Wed, Feb 15, 2017",7:30 PM,Dallas Mavericks,91,Detroit Pistons,98,Box Score,,
"Wed, Feb 15, 2017",10:30 PM,Sacramento Kings,86,Golden State Warriors,109,Box Score,,
"Wed, Feb 15, 2017",8:00 PM,Miami Heat,117,Houston Rockets,109,Box Score,,
"Wed, Feb 15, 2017",10:30 PM,Atlanta Hawks,84,Los Angeles Clippers,99,Box Score,,
"Wed, Feb 15, 2017",8:00 PM,New Orleans Pelicans,95,Memphis Grizzlies,91,Box Score,,
"Wed, Feb 15, 2017",9:30 PM,New York Knicks,105,Oklahoma City Thunder,116,Box Score,,
"Wed, Feb 15, 2017",7:00 PM,San Antonio Spurs,107,Orlando Magic,79,Box Score,,
"Wed, Feb 15, 2017",9:00 PM,Los Angeles Lakers,101,Phoenix Suns,137,Box Score,,
"Wed, Feb 15, 2017",7:30 PM,Charlotte Hornets,85,Toronto Raptors,90,Box Score,,
"Wed, Feb 15, 2017",9:00 PM,Portland Trail Blazers,88,Utah Jazz,111,Box Score,,
"Thu, Feb 16, 2017",8:00 PM,Boston Celtics,103,Chicago Bulls,104,Box Score,,
"Thu, Feb 16, 2017",7:00 PM,Washington Wizards,111,Indiana Pacers,98,Box Score,,
"Thu, Feb 23, 2017",8:00 PM,New York Knicks,104,Cleveland Cavaliers,119,Box Score,,
"Thu, Feb 23, 2017",7:30 PM,Charlotte Hornets,108,Detroit Pistons,114,Box Score,OT,
"Thu, Feb 23, 2017",10:30 PM,Los Angeles Clippers,113,Golden State Warriors,123,Box Score,,
"Thu, Feb 23, 2017",8:00 PM,Houston Rockets,129,New Orleans Pelicans,99,Box Score,,
"Thu, Feb 23, 2017",7:00 PM,Portland Trail Blazers,112,Orlando Magic,103,Box Score,,
"Thu, Feb 23, 2017",10:30 PM,Denver Nuggets,100,Sacramento Kings,116,Box Score,,
"Fri, Feb 24, 2017",8:00 PM,Miami Heat,108,Atlanta Hawks,90,Box Score,,
"Fri, Feb 24, 2017",8:00 PM,Phoenix Suns,121,Chicago Bulls,128,Box Score,OT,
"Fri, Feb 24, 2017",9:00 PM,Brooklyn Nets,109,Denver Nuggets,129,Box Score,,
"Fri, Feb 24, 2017",7:00 PM,Memphis Grizzlies,92,Indiana Pacers,102,Box Score,,
"Fri, Feb 24, 2017",10:30 PM,San Antonio Spurs,105,Los Angeles Clippers,97,Box Score,,
"Fri, Feb 24, 2017",8:00 PM,Utah Jazz,109,Milwaukee Bucks,95,Box Score,,
"Fri, Feb 24, 2017",8:00 PM,Dallas Mavericks,84,Minnesota Timberwolves,97,Box Score,,
"Fri, Feb 24, 2017",8:00 PM,Los Angeles Lakers,93,Oklahoma City Thunder,110,Box Score,,
"Fri, Feb 24, 2017",7:00 PM,Washington Wizards,112,Philadelphia 76ers,120,Box Score,,
"Fri, Feb 24, 2017",8:00 PM,Boston Celtics,97,Toronto Raptors,107,Box Score,,
"Sat, Feb 25, 2017",8:30 PM,Chicago Bulls,117,Cleveland Cavaliers,99,Box Score,,
"Sat, Feb 25, 2017",8:30 PM,New Orleans Pelicans,83,Dallas Mavericks,96,Box Score,,
"Sat, Feb 25, 2017",10:30 PM,Brooklyn Nets,95,Golden State Warriors,112,Box Score,,
"Sat, Feb 25, 2017",9:00 PM,Minnesota Timberwolves,130,Houston Rockets,142,Box Score,,
"Sat, Feb 25, 2017",8:00 PM,Indiana Pacers,95,Miami Heat,113,Box Score,,
"Sat, Feb 25, 2017",7:30 PM,Philadelphia 76ers,109,New York Knicks,110,Box Score,,
"Sat, Feb 25, 2017",7:00 PM,Atlanta Hawks,86,Orlando Magic,105,Box Score,,
"Sat, Feb 25, 2017",5:00 PM,Charlotte Hornets,99,Sacramento Kings,85,Box Score,,
"Sun, Feb 26, 2017",5:00 PM,Memphis Grizzlies,105,Denver Nuggets,98,Box Score,,
"Sun, Feb 26, 2017",6:00 PM,Boston Celtics,104,Detroit Pistons,98,Box Score,,
"Sun, Feb 26, 2017",9:30 PM,Charlotte Hornets,121,Los Angeles Clippers,124,Box Score,OT,
"Sun, Feb 26, 2017",3:30 PM,San Antonio Spurs,119,Los Angeles Lakers,98,Box Score,,
"Sun, Feb 26, 2017",3:30 PM,Phoenix Suns,96,Milwaukee Bucks,100,Box Score,,
"Sun, Feb 26, 2017",7:00 PM,New Orleans Pelicans,110,Oklahoma City Thunder,118,Box Score,,
"Sun, Feb 26, 2017",6:00 PM,Portland Trail Blazers,106,Toronto Raptors,112,Box Score,,
"Sun, Feb 26, 2017",5:00 PM,Utah Jazz,102,Washington Wizards,92,Box Score,,
"Mon, Feb 27, 2017",7:30 PM,Atlanta Hawks,114,Boston Celtics,98,Box Score,,
"Mon, Feb 27, 2017",7:00 PM,Milwaukee Bucks,95,Cleveland Cavaliers,102,Box Score,,
"Mon, Feb 27, 2017",8:30 PM,Miami Heat,89,Dallas Mavericks,96,Box Score,,
"Mon, Feb 27, 2017",9:30 PM,Indiana Pacers,117,Houston Rockets,108,Box Score,,
"Mon, Feb 27, 2017",7:00 PM,Toronto Raptors,92,New York Knicks,91,Box Score,,
"Mon, Feb 27, 2017",7:00 PM,Golden State Warriors,119,Philadelphia 76ers,108,Box Score,,
"Mon, Feb 27, 2017",10:30 PM,Minnesota Timberwolves,102,Sacramento Kings,88,Box Score,,
"Tue, Feb 28, 2017",8:00 PM,Denver Nuggets,125,Chicago Bulls,107,Box Score,,
"Tue, Feb 28, 2017",7:30 PM,Portland Trail Blazers,113,Detroit Pistons,120,Box Score,OT,
"Tue, Feb 28, 2017",10:30 PM,Charlotte Hornets,109,Los Angeles Lakers,104,Box Score,,
"Tue, Feb 28, 2017",8:00 PM,Phoenix Suns,112,Memphis Grizzlies,130,Box Score,,
"Tue, Feb 28, 2017",8:00 PM,Utah Jazz,106,Oklahoma City Thunder,109,Box Score,,
"Tue, Feb 28, 2017",7:00 PM,Golden State Warriors,108,Washington Wizards,112,Box Score,,
