Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,OT_Flag,Notes
"Tue, Dec 13, 2016",7:30 PM,Orlando Magic,131,Atlanta Hawks,120,Box Score,,
"Tue, Dec 13, 2016",8:00 PM,Minnesota Timberwolves,99,Chicago Bulls,94,Box Score,,
"Tue, Dec 13, 2016",7:00 PM,Memphis Grizzlies,86,Cleveland Cavaliers,103,Box Score,,
"Tue, Dec 13, 2016",8:00 PM,Golden State Warriors,113,New Orleans Pelicans,109,Box Score,,
"Tue, Dec 13, 2016",9:00 PM,New York Knicks,111,Phoenix Suns,113,Box Score,OT,
"Tue, Dec 13, 2016",10:30 PM,Oklahoma City Thunder,95,Portland Trail Blazers,114,Box Score,,
"Wed, Dec 14, 2016",7:30 PM,Los Angeles Lakers,97,Brooklyn Nets,107,Box Score,,
"Wed, Dec 14, 2016",8:30 PM,Detroit Pistons,95,Dallas Mavericks,85,Box Score,,
"Wed, Dec 14, 2016",8:00 PM,Sacramento Kings,98,Houston Rockets,132,Box Score,,
"Wed, Dec 14, 2016",8:00 PM,Cleveland Cavaliers,85,Memphis Grizzlies,93,Box Score,,
"Wed, Dec 14, 2016",7:00 PM,Indiana Pacers,89,Miami Heat,95,Box Score,,
"Wed, Dec 14, 2016",7:00 PM,Los Angeles Clippers,113,Orlando Magic,108,Box Score,,
"Wed, Dec 14, 2016",7:00 PM,Toronto Raptors,123,Philadelphia 76ers,114,Box Score,,
"Wed, Dec 14, 2016",9:30 PM,Boston Celtics,101,San Antonio Spurs,108,Box Score,,
"Wed, Dec 14, 2016",9:00 PM,Oklahoma City Thunder,89,Utah Jazz,109,Box Score,,
"Wed, Dec 14, 2016",7:00 PM,Charlotte Hornets,106,Washington Wizards,109,Box Score,,
"Thu, Dec 15, 2016",9:00 PM,Portland Trail Blazers,120,Denver Nuggets,132,Box Score,,
"Thu, Dec 15, 2016",10:30 PM,New York Knicks,90,Golden State Warriors,103,Box Score,,
"Thu, Dec 15, 2016",8:00 PM,Chicago Bulls,97,Milwaukee Bucks,108,Box Score,,
"Thu, Dec 15, 2016",8:00 PM,Indiana Pacers,95,New Orleans Pelicans,102,Box Score,,
"Thu, Dec 15, 2016",9:00 PM,San Antonio Spurs,107,Phoenix Suns,92,Box Score,,
"Fri, Dec 16, 2016",7:30 PM,Charlotte Hornets,88,Boston Celtics,96,Box Score,,
"Fri, Dec 16, 2016",8:00 PM,Milwaukee Bucks,95,Chicago Bulls,69,Box Score,,
"Fri, Dec 16, 2016",8:00 PM,New Orleans Pelicans,100,Houston Rockets,122,Box Score,,
"Fri, Dec 16, 2016",8:00 PM,Sacramento Kings,96,Memphis Grizzlies,92,Box Score,,
"Fri, Dec 16, 2016",8:00 PM,Los Angeles Clippers,102,Miami Heat,98,Box Score,,
"Fri, Dec 16, 2016",7:00 PM,Brooklyn Nets,111,Orlando Magic,118,Box Score,,
"Fri, Dec 16, 2016",8:00 PM,Los Angeles Lakers,100,Philadelphia 76ers,89,Box Score,,
"Fri, Dec 16, 2016",7:30 PM,Atlanta Hawks,125,Toronto Raptors,121,Box Score,,
"Fri, Dec 16, 2016",10:30 PM,Dallas Mavericks,100,Utah Jazz,103,Box Score,,
"Fri, Dec 16, 2016",7:00 PM,Detroit Pistons,108,Washington Wizards,122,Box Score,,
"Sat, Dec 17, 2016",7:30 PM,Charlotte Hornets,107,Atlanta Hawks,99,Box Score,,
"Sat, Dec 17, 2016",7:30 PM,Los Angeles Lakers,108,Cleveland Cavaliers,119,Box Score,,
"Sat, Dec 17, 2016",9:00 PM,New York Knicks,114,Denver Nuggets,127,Box Score,,
"Sat, Dec 17, 2016",7:00 PM,Indiana Pacers,105,Detroit Pistons,90,Box Score,,
"Sat, Dec 17, 2016",10:30 PM,Portland Trail Blazers,90,Golden State Warriors,135,Box Score,,
"Sat, Dec 17, 2016",8:00 PM,Houston Rockets,111,Minnesota Timberwolves,109,Box Score,OT,
"Sat, Dec 17, 2016",5:00 PM,Phoenix Suns,101,Oklahoma City Thunder,114,Box Score,,
"Sun, Dec 18, 2016",4:00 PM,Sacramento Kings,79,Dallas Mavericks,99,Box Score,,
"Sun, Dec 18, 2016",6:00 PM,Utah Jazz,82,Memphis Grizzlies,73,Box Score,,
"Sun, Dec 18, 2016",6:00 PM,Boston Celtics,105,Miami Heat,95,Box Score,,
"Sun, Dec 18, 2016",6:00 PM,Toronto Raptors,109,Orlando Magic,79,Box Score,,
"Sun, Dec 18, 2016",6:00 PM,Brooklyn Nets,107,Philadelphia 76ers,108,Box Score,,
"Sun, Dec 18, 2016",7:00 PM,New Orleans Pelicans,100,San Antonio Spurs,113,Box Score,,
"Sun, Dec 18, 2016",3:30 PM,Los Angeles Clippers,110,Washington Wizards,117,Box Score,,
"Mon, Dec 19, 2016",8:00 PM,Detroit Pistons,82,Chicago Bulls,113,Box Score,,
"Mon, Dec 19, 2016",9:00 PM,Dallas Mavericks,107,Denver Nuggets,117,Box Score,,
"Mon, Dec 19, 2016",7:00 PM,Washington Wizards,105,Indiana Pacers,107,Box Score,,
"Mon, Dec 19, 2016",8:00 PM,Phoenix Suns,108,Minnesota Timberwolves,115,Box Score,,
"Mon, Dec 19, 2016",8:00 PM,Atlanta Hawks,110,Oklahoma City Thunder,108,Box Score,,
"Tue, Dec 20, 2016",7:00 PM,Los Angeles Lakers,113,Charlotte Hornets,117,Box Score,,
"Tue, Dec 20, 2016",10:30 PM,Utah Jazz,74,Golden State Warriors,104,Box Score,,
"Tue, Dec 20, 2016",8:00 PM,San Antonio Spurs,102,Houston Rockets,100,Box Score,,
"Tue, Dec 20, 2016",10:30 PM,Denver Nuggets,102,Los Angeles Clippers,119,Box Score,,
"Tue, Dec 20, 2016",8:00 PM,Boston Celtics,112,Memphis Grizzlies,109,Box Score,OT,
"Tue, Dec 20, 2016",7:30 PM,Orlando Magic,136,Miami Heat,130,Box Score,2OT,
"Tue, Dec 20, 2016",8:00 PM,Cleveland Cavaliers,114,Milwaukee Bucks,108,Box Score,OT,
"Tue, Dec 20, 2016",7:30 PM,Indiana Pacers,111,New York Knicks,118,Box Score,,
"Tue, Dec 20, 2016",7:00 PM,New Orleans Pelicans,108,Philadelphia 76ers,93,Box Score,,
"Tue, Dec 20, 2016",10:30 PM,Portland Trail Blazers,121,Sacramento Kings,126,Box Score,,
"Tue, Dec 20, 2016",7:30 PM,Brooklyn Nets,104,Toronto Raptors,116,Box Score,,
"Wed, Dec 21, 2016",7:30 PM,Minnesota Timberwolves,92,Atlanta Hawks,84,Box Score,,
"Wed, Dec 21, 2016",8:00 PM,Washington Wizards,107,Chicago Bulls,97,Box Score,,
"Wed, Dec 21, 2016",7:00 PM,Milwaukee Bucks,102,Cleveland Cavaliers,113,Box Score,,
"Wed, Dec 21, 2016",7:30 PM,Memphis Grizzlies,98,Detroit Pistons,86,Box Score,,
"Wed, Dec 21, 2016",8:00 PM,Oklahoma City Thunder,121,New Orleans Pelicans,110,Box Score,,
"Wed, Dec 21, 2016",9:00 PM,Houston Rockets,125,Phoenix Suns,111,Box Score,,
"Wed, Dec 21, 2016",10:00 PM,Dallas Mavericks,96,Portland Trail Blazers,95,Box Score,,
"Wed, Dec 21, 2016",9:00 PM,Sacramento Kings,94,Utah Jazz,93,Box Score,,
"Thu, Dec 22, 2016",7:30 PM,Golden State Warriors,117,Brooklyn Nets,101,Box Score,,
"Thu, Dec 22, 2016",7:00 PM,Boston Celtics,109,Indiana Pacers,102,Box Score,,
"Thu, Dec 22, 2016",10:30 PM,San Antonio Spurs,101,Los Angeles Clippers,106,Box Score,,
"Thu, Dec 22, 2016",8:00 PM,Los Angeles Lakers,107,Miami Heat,115,Box Score,,
"Thu, Dec 22, 2016",7:30 PM,Orlando Magic,95,New York Knicks,106,Box Score,,
"Fri, Dec 23, 2016",7:30 PM,Oklahoma City Thunder,117,Boston Celtics,112,Box Score,,
"Fri, Dec 23, 2016",7:00 PM,Chicago Bulls,91,Charlotte Hornets,103,Box Score,,
"Fri, Dec 23, 2016",7:30 PM,Brooklyn Nets,99,Cleveland Cavaliers,119,Box Score,,
"Fri, Dec 23, 2016",9:00 PM,Atlanta Hawks,109,Denver Nuggets,108,Box Score,,
"Fri, Dec 23, 2016",7:30 PM,Golden State Warriors,119,Detroit Pistons,113,Box Score,,
"Fri, Dec 23, 2016",10:30 PM,Dallas Mavericks,90,Los Angeles Clippers,88,Box Score,,
"Fri, Dec 23, 2016",8:00 PM,Houston Rockets,109,Memphis Grizzlies,115,Box Score,,
"Fri, Dec 23, 2016",8:00 PM,Washington Wizards,96,Milwaukee Bucks,123,Box Score,,
"Fri, Dec 23, 2016",8:00 PM,Sacramento Kings,109,Minnesota Timberwolves,105,Box Score,,
"Fri, Dec 23, 2016",8:00 PM,Miami Heat,87,New Orleans Pelicans,91,Box Score,,
"Fri, Dec 23, 2016",7:00 PM,Los Angeles Lakers,90,Orlando Magic,109,Box Score,,
"Fri, Dec 23, 2016",9:00 PM,Philadelphia 76ers,116,Phoenix Suns,123,Box Score,,
"Fri, Dec 23, 2016",10:00 PM,San Antonio Spurs,110,Portland Trail Blazers,90,Box Score,,
"Fri, Dec 23, 2016",9:00 PM,Toronto Raptors,104,Utah Jazz,98,Box Score,,
"Sun, Dec 25, 2016",2:30 PM,Golden State Warriors,108,Cleveland Cavaliers,109,Box Score,,
"Sun, Dec 25, 2016",10:30 PM,Los Angeles Clippers,102,Los Angeles Lakers,111,Box Score,,
"Sun, Dec 25, 2016",12:00 PM,Boston Celtics,119,New York Knicks,114,Box Score,,
"Sun, Dec 25, 2016",8:00 PM,Minnesota Timberwolves,100,Oklahoma City Thunder,112,Box Score,,
"Sun, Dec 25, 2016",5:00 PM,Chicago Bulls,100,San Antonio Spurs,119,Box Score,,
"Mon, Dec 26, 2016",7:30 PM,Charlotte Hornets,118,Brooklyn Nets,120,Box Score,,
"Mon, Dec 26, 2016",8:00 PM,Indiana Pacers,85,Chicago Bulls,90,Box Score,,
"Mon, Dec 26, 2016",7:30 PM,Cleveland Cavaliers,90,Detroit Pistons,106,Box Score,,
"Mon, Dec 26, 2016",8:00 PM,Phoenix Suns,115,Houston Rockets,131,Box Score,,
"Mon, Dec 26, 2016",10:30 PM,Denver Nuggets,106,Los Angeles Clippers,102,Box Score,,
"Mon, Dec 26, 2016",8:00 PM,Atlanta Hawks,90,Minnesota Timberwolves,104,Box Score,,
"Mon, Dec 26, 2016",8:00 PM,Dallas Mavericks,104,New Orleans Pelicans,111,Box Score,,
"Mon, Dec 26, 2016",7:00 PM,Memphis Grizzlies,102,Orlando Magic,112,Box Score,,
"Mon, Dec 26, 2016",10:00 PM,Toronto Raptors,95,Portland Trail Blazers,91,Box Score,,
"Mon, Dec 26, 2016",10:30 PM,Philadelphia 76ers,100,Sacramento Kings,102,Box Score,,
"Mon, Dec 26, 2016",7:00 PM,Milwaukee Bucks,102,Washington Wizards,107,Box Score,,
"Tue, Dec 27, 2016",7:30 PM,Memphis Grizzlies,103,Boston Celtics,113,Box Score,,
"Tue, Dec 27, 2016",8:30 PM,Houston Rockets,123,Dallas Mavericks,107,Box Score,,
"Tue, Dec 27, 2016",10:30 PM,Utah Jazz,102,Los Angeles Lakers,100,Box Score,,
"Tue, Dec 27, 2016",7:30 PM,Oklahoma City Thunder,106,Miami Heat,94,Box Score,,
"Wed, Dec 28, 2016",7:30 PM,New York Knicks,98,Atlanta Hawks,102,Box Score,OT,
"Wed, Dec 28, 2016",8:00 PM,Brooklyn Nets,99,Chicago Bulls,101,Box Score,,
"Wed, Dec 28, 2016",9:00 PM,Minnesota Timberwolves,103,Denver Nuggets,105,Box Score,,
"Wed, Dec 28, 2016",7:30 PM,Milwaukee Bucks,119,Detroit Pistons,94,Box Score,,
"Wed, Dec 28, 2016",10:30 PM,Toronto Raptors,111,Golden State Warriors,121,Box Score,,
"Wed, Dec 28, 2016",8:00 PM,Los Angeles Clippers,98,New Orleans Pelicans,102,Box Score,,
"Wed, Dec 28, 2016",7:00 PM,Charlotte Hornets,120,Orlando Magic,101,Box Score,,
"Wed, Dec 28, 2016",10:00 PM,Sacramento Kings,89,Portland Trail Blazers,102,Box Score,,
"Wed, Dec 28, 2016",8:30 PM,Phoenix Suns,98,San Antonio Spurs,119,Box Score,,
"Wed, Dec 28, 2016",7:00 PM,Indiana Pacers,105,Washington Wizards,111,Box Score,,
"Thu, Dec 29, 2016",7:00 PM,Miami Heat,82,Charlotte Hornets,91,Box Score,,
"Thu, Dec 29, 2016",8:00 PM,Boston Celtics,118,Cleveland Cavaliers,124,Box Score,,
"Thu, Dec 29, 2016",10:30 PM,Dallas Mavericks,101,Los Angeles Lakers,89,Box Score,,
"Thu, Dec 29, 2016",8:00 PM,Oklahoma City Thunder,80,Memphis Grizzlies,114,Box Score,,
"Thu, Dec 29, 2016",9:00 PM,Toronto Raptors,91,Phoenix Suns,99,Box Score,,
"Thu, Dec 29, 2016",9:00 PM,Philadelphia 76ers,83,Utah Jazz,100,Box Score,,
"Fri, Dec 30, 2016",8:00 PM,Detroit Pistons,98,Atlanta Hawks,105,Box Score,,
"Fri, Dec 30, 2016",7:30 PM,Miami Heat,114,Boston Celtics,117,Box Score,,
"Fri, Dec 30, 2016",9:00 PM,Philadelphia 76ers,124,Denver Nuggets,122,Box Score,,
"Fri, Dec 30, 2016",10:30 PM,Dallas Mavericks,99,Golden State Warriors,108,Box Score,,
"Fri, Dec 30, 2016",8:00 PM,Los Angeles Clippers,116,Houston Rockets,140,Box Score,,
"Fri, Dec 30, 2016",4:00 PM,Chicago Bulls,101,Indiana Pacers,111,Box Score,,
"Fri, Dec 30, 2016",8:00 PM,Milwaukee Bucks,99,Minnesota Timberwolves,116,Box Score,,
"Fri, Dec 30, 2016",8:00 PM,New York Knicks,92,New Orleans Pelicans,104,Box Score,,
"Fri, Dec 30, 2016",8:30 PM,Portland Trail Blazers,94,San Antonio Spurs,110,Box Score,,
"Fri, Dec 30, 2016",7:00 PM,Brooklyn Nets,95,Washington Wizards,118,Box Score,,
"Sat, Dec 31, 2016",7:00 PM,Milwaukee Bucks,116,Chicago Bulls,96,Box Score,,
"Sat, Dec 31, 2016",7:00 PM,Cleveland Cavaliers,121,Charlotte Hornets,109,Box Score,,
"Sat, Dec 31, 2016",8:00 PM,New York Knicks,122,Houston Rockets,129,Box Score,,
"Sat, Dec 31, 2016",8:00 PM,Los Angeles Clippers,88,Oklahoma City Thunder,114,Box Score,,
"Sat, Dec 31, 2016",5:00 PM,Memphis Grizzlies,112,Sacramento Kings,98,Box Score,,
"Sat, Dec 31, 2016",8:00 PM,Phoenix Suns,86,Utah Jazz,91,Box Score,,
