Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,OT_Flag,Notes
"Fri, Mar 3, 2017",9:00 PM,Brooklyn Nets,97,Utah Jazz,112,Box Score,,
"Fri, Mar 3, 2017",7:00 PM,Toronto Raptors,114,Washington Wizards,106,Box Score,,
"Sat, Mar 4, 2017",8:30 PM,Los Angeles Clippers,101,Chicago Bulls,91,Box Score,,
"Sat, Mar 4, 2017",9:00 PM,Charlotte Hornets,112,Denver Nuggets,102,Box Score,,
"Sat, Mar 4, 2017",9:00 PM,Memphis Grizzlies,108,Houston Rockets,123,Box Score,,
"Sat, Mar 4, 2017",8:00 PM,Cleveland Cavaliers,92,Miami Heat,120,Box Score,,
"Sat, Mar 4, 2017",8:00 PM,Toronto Raptors,94,Milwaukee Bucks,101,Box Score,,
"Sat, Mar 4, 2017",6:00 PM,Detroit Pistons,136,Philadelphia 76ers,106,Box Score,,
"Sat, Mar 4, 2017",10:00 PM,Brooklyn Nets,116,Portland Trail Blazers,130,Box Score,,
"Sat, Mar 4, 2017",9:00 PM,Minnesota Timberwolves,90,San Antonio Spurs,97,Box Score,OT,
"Sun, Mar 5, 2017",1:00 PM,Indiana Pacers,97,Atlanta Hawks,96,Box Score,,
"Sun, Mar 5, 2017",8:30 PM,Oklahoma City Thunder,89,Dallas Mavericks,104,Box Score,,
"Sun, Mar 5, 2017",9:30 PM,New Orleans Pelicans,105,Los Angeles Lakers,97,Box Score,,
"Sun, Mar 5, 2017",3:30 PM,Golden State Warriors,112,New York Knicks,105,Box Score,,
"Sun, Mar 5, 2017",5:00 PM,Boston Celtics,106,Phoenix Suns,109,Box Score,,
"Sun, Mar 5, 2017",6:00 PM,Utah Jazz,110,Sacramento Kings,109,Box Score,OT,
"Sun, Mar 5, 2017",5:00 PM,Orlando Magic,114,Washington Wizards,115,Box Score,,
"Mon, Mar 6, 2017",7:30 PM,Golden State Warriors,119,Atlanta Hawks,111,Box Score,,
"Mon, Mar 6, 2017",8:00 PM,Indiana Pacers,88,Charlotte Hornets,100,Box Score,,
"Mon, Mar 6, 2017",7:00 PM,Miami Heat,106,Cleveland Cavaliers,98,Box Score,,
"Mon, Mar 6, 2017",9:00 PM,Sacramento Kings,96,Denver Nuggets,108,Box Score,,
"Mon, Mar 6, 2017",7:30 PM,Chicago Bulls,95,Detroit Pistons,109,Box Score,,
"Mon, Mar 6, 2017",10:30 PM,Boston Celtics,102,Los Angeles Clippers,116,Box Score,,
"Mon, Mar 6, 2017",8:00 PM,Brooklyn Nets,122,Memphis Grizzlies,109,Box Score,,
"Mon, Mar 6, 2017",7:00 PM,New York Knicks,113,Orlando Magic,105,Box Score,,
"Mon, Mar 6, 2017",7:00 PM,Milwaukee Bucks,112,Philadelphia 76ers,98,Box Score,,
"Mon, Mar 6, 2017",8:30 PM,Houston Rockets,110,San Antonio Spurs,112,Box Score,,
"Mon, Mar 6, 2017",9:00 PM,New Orleans Pelicans,83,Utah Jazz,88,Box Score,,
"Tue, Mar 7, 2017",8:30 PM,Los Angeles Lakers,111,Dallas Mavericks,122,Box Score,,
"Tue, Mar 7, 2017",8:00 PM,Portland Trail Blazers,126,Oklahoma City Thunder,121,Box Score,,
"Tue, Mar 7, 2017",9:00 PM,Washington Wizards,131,Phoenix Suns,127,Box Score,,
"Wed, Mar 8, 2017",7:30 PM,Brooklyn Nets,105,Atlanta Hawks,110,Box Score,,
"Wed, Mar 8, 2017",9:00 PM,Washington Wizards,123,Denver Nuggets,113,Box Score,,
"Wed, Mar 8, 2017",10:30 PM,Boston Celtics,99,Golden State Warriors,86,Box Score,,
"Wed, Mar 8, 2017",8:00 PM,Utah Jazz,115,Houston Rockets,108,Box Score,,
"Wed, Mar 8, 2017",8:00 PM,Detroit Pistons,98,Indiana Pacers,115,Box Score,,
"Wed, Mar 8, 2017",7:30 PM,Charlotte Hornets,101,Miami Heat,108,Box Score,,
"Wed, Mar 8, 2017",8:00 PM,New York Knicks,93,Milwaukee Bucks,104,Box Score,,
"Wed, Mar 8, 2017",8:00 PM,Los Angeles Clippers,91,Minnesota Timberwolves,107,Box Score,,
"Wed, Mar 8, 2017",8:00 PM,Toronto Raptors,94,New Orleans Pelicans,87,Box Score,,
"Wed, Mar 8, 2017",7:00 PM,Chicago Bulls,91,Orlando Magic,98,Box Score,,
"Wed, Mar 8, 2017",8:30 PM,Sacramento Kings,104,San Antonio Spurs,114,Box Score,,
"Thu, Mar 9, 2017",7:30 PM,Cleveland Cavaliers,101,Detroit Pistons,106,Box Score,,
"Thu, Mar 9, 2017",8:00 PM,Los Angeles Clippers,114,Memphis Grizzlies,98,Box Score,,
"Thu, Mar 9, 2017",8:00 PM,San Antonio Spurs,92,Oklahoma City Thunder,102,Box Score,,
"Thu, Mar 9, 2017",10:30 PM,Los Angeles Lakers,122,Phoenix Suns,110,Box Score,,
"Thu, Mar 9, 2017",10:00 PM,Philadelphia 76ers,108,Portland Trail Blazers,114,Box Score,OT,
"Fri, Mar 10, 2017",8:00 PM,Toronto Raptors,99,Atlanta Hawks,105,Box Score,,
"Fri, Mar 10, 2017",8:00 PM,Houston Rockets,115,Chicago Bulls,94,Box Score,,
"Fri, Mar 10, 2017",7:00 PM,Orlando Magic,81,Charlotte Hornets,121,Box Score,,
"Fri, Mar 10, 2017",9:00 PM,Brooklyn Nets,96,Dallas Mavericks,105,Box Score,,
"Fri, Mar 10, 2017",9:00 PM,Boston Celtics,99,Denver Nuggets,119,Box Score,,
"Fri, Mar 10, 2017",8:00 PM,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,
"Fri, Mar 10, 2017",8:00 PM,Golden State Warriors,102,Minnesota Timberwolves,103,Box Score,,
"Fri, Mar 10, 2017",10:30 PM,Washington Wizards,130,Sacramento Kings,122,Box Score,OT,
"Sat, Mar 11, 2017",7:00 PM,New Orleans Pelicans,125,Charlotte Hornets,122,Box Score,OT,
"Sat, Mar 11, 2017",9:00 PM,Phoenix Suns,100,Dallas Mavericks,98,Box Score,,
"Sat, Mar 11, 2017",5:00 PM,New York Knicks,92,Detroit Pistons,112,Box Score,,
"Sat, Mar 11, 2017",3:30 PM,Philadelphia 76ers,100,Los Angeles Clippers,112,Box Score,,
"Sat, Mar 11, 2017",9:00 PM,Atlanta Hawks,107,Memphis Grizzlies,90,Box Score,,
"Sat, Mar 11, 2017",8:00 PM,Toronto Raptors,89,Miami Heat,104,Box Score,,
"Sat, Mar 11, 2017",8:00 PM,Minnesota Timberwolves,95,Milwaukee Bucks,102,Box Score,,
"Sat, Mar 11, 2017",3:00 PM,Utah Jazz,104,Oklahoma City Thunder,112,Box Score,,
"Sat, Mar 11, 2017",7:00 PM,Cleveland Cavaliers,116,Orlando Magic,104,Box Score,,
"Sat, Mar 11, 2017",10:00 PM,Washington Wizards,125,Portland Trail Blazers,124,Box Score,OT,
"Sat, Mar 11, 2017",10:30 PM,Denver Nuggets,105,Sacramento Kings,92,Box Score,,
"Sat, Mar 11, 2017",8:30 PM,Golden State Warriors,85,San Antonio Spurs,107,Box Score,,
"Sun, Mar 12, 2017",3:30 PM,Chicago Bulls,80,Boston Celtics,100,Box Score,,
"Sun, Mar 12, 2017",6:00 PM,New York Knicks,112,Brooklyn Nets,120,Box Score,,
"Sun, Mar 12, 2017",9:00 PM,Cleveland Cavaliers,112,Houston Rockets,117,Box Score,,
"Sun, Mar 12, 2017",6:00 PM,Miami Heat,98,Indiana Pacers,102,Box Score,,
"Sun, Mar 12, 2017",9:30 PM,Philadelphia 76ers,118,Los Angeles Lakers,116,Box Score,,
"Sun, Mar 12, 2017",9:00 PM,Portland Trail Blazers,110,Phoenix Suns,101,Box Score,,
"Mon, Mar 13, 2017",7:00 PM,Chicago Bulls,115,Charlotte Hornets,109,Box Score,,
"Mon, Mar 13, 2017",10:30 PM,Los Angeles Lakers,101,Denver Nuggets,129,Box Score,,
"Mon, Mar 13, 2017",8:00 PM,Milwaukee Bucks,93,Memphis Grizzlies,113,Box Score,,
"Mon, Mar 13, 2017",8:00 PM,Washington Wizards,104,Minnesota Timberwolves,119,Box Score,,
"Mon, Mar 13, 2017",10:30 PM,Orlando Magic,115,Sacramento Kings,120,Box Score,,
"Mon, Mar 13, 2017",8:00 PM,Atlanta Hawks,99,San Antonio Spurs,107,Box Score,,
"Mon, Mar 13, 2017",7:30 PM,Dallas Mavericks,78,Toronto Raptors,100,Box Score,,
"Mon, Mar 13, 2017",9:00 PM,Los Angeles Clippers,108,Utah Jazz,114,Box Score,,
"Tue, Mar 14, 2017",7:30 PM,Oklahoma City Thunder,122,Brooklyn Nets,104,Box Score,,
"Tue, Mar 14, 2017",7:00 PM,Detroit Pistons,96,Cleveland Cavaliers,128,Box Score,,
"Tue, Mar 14, 2017",10:30 PM,Philadelphia 76ers,104,Golden State Warriors,106,Box Score,,
"Tue, Mar 14, 2017",8:00 PM,Portland Trail Blazers,77,New Orleans Pelicans,100,Box Score,,
"Tue, Mar 14, 2017",7:30 PM,Indiana Pacers,81,New York Knicks,87,Box Score,,
"Wed, Mar 15, 2017",7:30 PM,Minnesota Timberwolves,104,Boston Celtics,117,Box Score,,
"Wed, Mar 15, 2017",8:00 PM,Memphis Grizzlies,98,Chicago Bulls,91,Box Score,,
"Wed, Mar 15, 2017",7:30 PM,Utah Jazz,97,Detroit Pistons,83,Box Score,,
"Wed, Mar 15, 2017",8:00 PM,Los Angeles Lakers,100,Houston Rockets,139,Box Score,,
"Wed, Mar 15, 2017",7:00 PM,Charlotte Hornets,77,Indiana Pacers,98,Box Score,,
"Wed, Mar 15, 2017",10:30 PM,Milwaukee Bucks,97,Los Angeles Clippers,96,Box Score,,
"Wed, Mar 15, 2017",7:30 PM,New Orleans Pelicans,112,Miami Heat,120,Box Score,,
"Wed, Mar 15, 2017",10:00 PM,Sacramento Kings,107,Phoenix Suns,101,Box Score,,
"Wed, Mar 15, 2017",8:00 PM,Portland Trail Blazers,110,San Antonio Spurs,106,Box Score,,
"Wed, Mar 15, 2017",7:00 PM,Dallas Mavericks,112,Washington Wizards,107,Box Score,,
"Thu, Mar 16, 2017",7:30 PM,Memphis Grizzlies,103,Atlanta Hawks,91,Box Score,,
"Thu, Mar 16, 2017",7:00 PM,Utah Jazz,83,Cleveland Cavaliers,91,Box Score,,
"Thu, Mar 16, 2017",9:00 PM,Los Angeles Clippers,114,Denver Nuggets,129,Box Score,,
"Thu, Mar 16, 2017",10:30 PM,Orlando Magic,92,Golden State Warriors,122,Box Score,,
"Thu, Mar 16, 2017",7:30 PM,Brooklyn Nets,121,New York Knicks,110,Box Score,,
"Thu, Mar 16, 2017",7:00 PM,Oklahoma City Thunder,123,Toronto Raptors,102,Box Score,,
"Fri, Mar 17, 2017",7:30 PM,Boston Celtics,98,Brooklyn Nets,95,Box Score,,
"Fri, Mar 17, 2017",7:30 PM,Toronto Raptors,87,Detroit Pistons,75,Box Score,,
"Fri, Mar 17, 2017",10:30 PM,Milwaukee Bucks,107,Los Angeles Lakers,103,Box Score,,
"Fri, Mar 17, 2017",8:00 PM,Minnesota Timberwolves,105,Miami Heat,123,Box Score,,
"Fri, Mar 17, 2017",8:00 PM,Houston Rockets,112,New Orleans Pelicans,128,Box Score,,
"Fri, Mar 17, 2017",7:00 PM,Dallas Mavericks,74,Philadelphia 76ers,116,Box Score,,
"Fri, Mar 17, 2017",10:00 PM,Orlando Magic,109,Phoenix Suns,103,Box Score,,
"Fri, Mar 17, 2017",7:00 PM,Chicago Bulls,107,Washington Wizards,112,Box Score,,
"Sat, Mar 18, 2017",6:00 PM,Portland Trail Blazers,113,Atlanta Hawks,97,Box Score,,
"Sat, Mar 18, 2017",9:00 PM,Utah Jazz,86,Chicago Bulls,95,Box Score,,
"Sat, Mar 18, 2017",7:00 PM,Washington Wizards,93,Charlotte Hornets,98,Box Score,,
"Sat, Mar 18, 2017",9:30 PM,Houston Rockets,109,Denver Nuggets,105,Box Score,,
"Sat, Mar 18, 2017",10:30 PM,Milwaukee Bucks,92,Golden State Warriors,117,Box Score,,
"Sat, Mar 18, 2017",8:30 PM,Cleveland Cavaliers,78,Los Angeles Clippers,108,Box Score,,
"Sat, Mar 18, 2017",9:00 PM,San Antonio Spurs,96,Memphis Grizzlies,104,Box Score,,
"Sat, Mar 18, 2017",3:00 PM,Sacramento Kings,94,Oklahoma City Thunder,110,Box Score,,
"Sun, Mar 19, 2017",12:00 PM,Dallas Mavericks,111,Brooklyn Nets,104,Box Score,,
"Sun, Mar 19, 2017",4:30 PM,Phoenix Suns,95,Detroit Pistons,112,Box Score,,
"Sun, Mar 19, 2017",9:30 PM,Cleveland Cavaliers,125,Los Angeles Lakers,120,Box Score,,
"Sun, Mar 19, 2017",6:00 PM,Portland Trail Blazers,115,Miami Heat,104,Box Score,,
"Sun, Mar 19, 2017",6:00 PM,Minnesota Timberwolves,109,New Orleans Pelicans,123,Box Score,,
"Sun, Mar 19, 2017",1:00 PM,Boston Celtics,99,Philadelphia 76ers,105,Box Score,,
"Sun, Mar 19, 2017",7:00 PM,Sacramento Kings,102,San Antonio Spurs,118,Box Score,,
"Sun, Mar 19, 2017",6:00 PM,Indiana Pacers,91,Toronto Raptors,116,Box Score,,
"Mon, Mar 20, 2017",7:30 PM,Washington Wizards,102,Boston Celtics,110,Box Score,,
"Mon, Mar 20, 2017",7:00 PM,Atlanta Hawks,90,Charlotte Hornets,105,Box Score,,
"Mon, Mar 20, 2017",8:00 PM,Denver Nuggets,124,Houston Rockets,125,Box Score,,
"Mon, Mar 20, 2017",7:00 PM,Utah Jazz,100,Indiana Pacers,107,Box Score,,
"Mon, Mar 20, 2017",10:30 PM,New York Knicks,105,Los Angeles Clippers,114,Box Score,,
"Mon, Mar 20, 2017",8:00 PM,Golden State Warriors,111,Oklahoma City Thunder,95,Box Score,,
"Mon, Mar 20, 2017",7:00 PM,Philadelphia 76ers,109,Orlando Magic,112,Box Score,OT,
"Tue, Mar 21, 2017",7:30 PM,Detroit Pistons,96,Brooklyn Nets,98,Box Score,,
"Tue, Mar 21, 2017",8:30 PM,Golden State Warriors,112,Dallas Mavericks,87,Box Score,,
"Tue, Mar 21, 2017",10:30 PM,Los Angeles Clippers,133,Los Angeles Lakers,109,Box Score,,
"Tue, Mar 21, 2017",7:30 PM,Phoenix Suns,97,Miami Heat,112,Box Score,,
"Tue, Mar 21, 2017",9:30 PM,San Antonio Spurs,100,Minnesota Timberwolves,93,Box Score,,
"Tue, Mar 21, 2017",8:00 PM,Memphis Grizzlies,82,New Orleans Pelicans,95,Box Score,,
"Tue, Mar 21, 2017",10:00 PM,Milwaukee Bucks,93,Portland Trail Blazers,90,Box Score,,
"Tue, Mar 21, 2017",7:00 PM,Chicago Bulls,120,Toronto Raptors,122,Box Score,OT,
"Wed, Mar 22, 2017",7:30 PM,Indiana Pacers,100,Boston Celtics,109,Box Score,,
"Wed, Mar 22, 2017",8:00 PM,Detroit Pistons,95,Chicago Bulls,117,Box Score,,
"Wed, Mar 22, 2017",9:00 PM,Cleveland Cavaliers,113,Denver Nuggets,126,Box Score,,
"Wed, Mar 22, 2017",8:00 PM,Philadelphia 76ers,97,Oklahoma City Thunder,122,Box Score,,
"Wed, Mar 22, 2017",7:00 PM,Charlotte Hornets,109,Orlando Magic,102,Box Score,,
"Wed, Mar 22, 2017",10:30 PM,Milwaukee Bucks,116,Sacramento Kings,98,Box Score,,
"Wed, Mar 22, 2017",10:30 PM,New York Knicks,101,Utah Jazz,108,Box Score,,
"Wed, Mar 22, 2017",8:00 PM,Atlanta Hawks,100,Washington Wizards,104,Box Score,,
"Thu, Mar 23, 2017",7:30 PM,Phoenix Suns,98,Brooklyn Nets,126,Box Score,,
"Thu, Mar 23, 2017",8:30 PM,Los Angeles Clippers,95,Dallas Mavericks,97,Box Score,,
"Thu, Mar 23, 2017",7:30 PM,Toronto Raptors,101,Miami Heat,84,Box Score,,
"Thu, Mar 23, 2017",10:00 PM,New York Knicks,95,Portland Trail Blazers,110,Box Score,,
"Thu, Mar 23, 2017",8:30 PM,Memphis Grizzlies,90,San Antonio Spurs,97,Box Score,,
"Fri, Mar 24, 2017",7:30 PM,Phoenix Suns,120,Boston Celtics,130,Box Score,,
"Fri, Mar 24, 2017",8:00 PM,Philadelphia 76ers,117,Chicago Bulls,107,Box Score,,
"Fri, Mar 24, 2017",7:00 PM,Cleveland Cavaliers,112,Charlotte Hornets,105,Box Score,,
"Fri, Mar 24, 2017",10:30 PM,Sacramento Kings,100,Golden State Warriors,114,Box Score,,
"Fri, Mar 24, 2017",8:00 PM,New Orleans Pelicans,107,Houston Rockets,117,Box Score,,
"Fri, Mar 24, 2017",7:00 PM,Denver Nuggets,125,Indiana Pacers,117,Box Score,,
"Fri, Mar 24, 2017",10:30 PM,Minnesota Timberwolves,119,Los Angeles Lakers,130,Box Score,OT,
"Fri, Mar 24, 2017",8:00 PM,Atlanta Hawks,97,Milwaukee Bucks,100,Box Score,,
"Fri, Mar 24, 2017",7:00 PM,Detroit Pistons,87,Orlando Magic,115,Box Score,,
"Fri, Mar 24, 2017",7:00 PM,Brooklyn Nets,108,Washington Wizards,129,Box Score,,
"Sat, Mar 25, 2017",7:30 PM,Washington Wizards,127,Cleveland Cavaliers,115,Box Score,,
"Sat, Mar 25, 2017",8:30 PM,Toronto Raptors,94,Dallas Mavericks,86,Box Score,,
"Sat, Mar 25, 2017",3:30 PM,Utah Jazz,95,Los Angeles Clippers,108,Box Score,,
"Sat, Mar 25, 2017",10:00 PM,Minnesota Timberwolves,100,Portland Trail Blazers,112,Box Score,,
"Sat, Mar 25, 2017",8:30 PM,New York Knicks,98,San Antonio Spurs,106,Box Score,,
"Sun, Mar 26, 2017",1:00 PM,Brooklyn Nets,107,Atlanta Hawks,92,Box Score,,
"Sun, Mar 26, 2017",6:00 PM,Miami Heat,108,Boston Celtics,112,Box Score,,
"Sun, Mar 26, 2017",1:00 PM,Phoenix Suns,106,Charlotte Hornets,120,Box Score,,
"Sun, Mar 26, 2017",8:00 PM,New Orleans Pelicans,115,Denver Nuggets,90,Box Score,,
"Sun, Mar 26, 2017",8:00 PM,Memphis Grizzlies,94,Golden State Warriors,106,Box Score,,
"Sun, Mar 26, 2017",3:30 PM,Oklahoma City Thunder,125,Houston Rockets,137,Box Score,,
"Sun, Mar 26, 2017",6:00 PM,Philadelphia 76ers,94,Indiana Pacers,107,Box Score,,
"Sun, Mar 26, 2017",3:30 PM,Sacramento Kings,98,Los Angeles Clippers,97,Box Score,,
"Sun, Mar 26, 2017",9:30 PM,Portland Trail Blazers,97,Los Angeles Lakers,81,Box Score,,
"Sun, Mar 26, 2017",3:30 PM,Chicago Bulls,109,Milwaukee Bucks,94,Box Score,,
"Mon, Mar 27, 2017",8:30 PM,Oklahoma City Thunder,92,Dallas Mavericks,91,Box Score,,
"Mon, Mar 27, 2017",7:30 PM,Detroit Pistons,95,New York Knicks,109,Box Score,,
"Mon, Mar 27, 2017",10:30 PM,Memphis Grizzlies,90,Sacramento Kings,91,Box Score,,
"Mon, Mar 27, 2017",8:00 PM,Cleveland Cavaliers,74,San Antonio Spurs,103,Box Score,,
"Mon, Mar 27, 2017",7:30 PM,Orlando Magic,112,Toronto Raptors,131,Box Score,,
"Mon, Mar 27, 2017",10:30 PM,New Orleans Pelicans,100,Utah Jazz,108,Box Score,,
"Tue, Mar 28, 2017",7:30 PM,Phoenix Suns,91,Atlanta Hawks,95,Box Score,,
"Tue, Mar 28, 2017",7:30 PM,Philadelphia 76ers,106,Brooklyn Nets,101,Box Score,,
"Tue, Mar 28, 2017",7:00 PM,Milwaukee Bucks,118,Charlotte Hornets,108,Box Score,,
"Tue, Mar 28, 2017",7:30 PM,Miami Heat,97,Detroit Pistons,96,Box Score,,
"Tue, Mar 28, 2017",8:00 PM,Golden State Warriors,113,Houston Rockets,106,Box Score,,
"Tue, Mar 28, 2017",7:00 PM,Minnesota Timberwolves,115,Indiana Pacers,114,Box Score,,
"Tue, Mar 28, 2017",10:30 PM,Washington Wizards,119,Los Angeles Lakers,108,Box Score,,
"Tue, Mar 28, 2017",10:00 PM,Denver Nuggets,113,Portland Trail Blazers,122,Box Score,,
"Wed, Mar 29, 2017",7:30 PM,Milwaukee Bucks,103,Boston Celtics,100,Box Score,,
"Wed, Mar 29, 2017",10:30 PM,Washington Wizards,124,Los Angeles Clippers,133,Box Score,,
"Wed, Mar 29, 2017",8:00 PM,Indiana Pacers,97,Memphis Grizzlies,110,Box Score,,
"Wed, Mar 29, 2017",8:00 PM,Dallas Mavericks,118,New Orleans Pelicans,121,Box Score,,
"Wed, Mar 29, 2017",7:30 PM,Miami Heat,105,New York Knicks,88,Box Score,,
"Wed, Mar 29, 2017",7:00 PM,Oklahoma City Thunder,114,Orlando Magic,106,Box Score,OT,
"Wed, Mar 29, 2017",7:00 PM,Atlanta Hawks,99,Philadelphia 76ers,92,Box Score,,
"Wed, Mar 29, 2017",10:30 PM,Utah Jazz,112,Sacramento Kings,82,Box Score,,
"Wed, Mar 29, 2017",9:30 PM,Golden State Warriors,110,San Antonio Spurs,98,Box Score,,
"Wed, Mar 29, 2017",7:30 PM,Charlotte Hornets,110,Toronto Raptors,106,Box Score,,
"Thu, Mar 30, 2017",8:00 PM,Cleveland Cavaliers,93,Chicago Bulls,99,Box Score,,
"Thu, Mar 30, 2017",7:30 PM,Brooklyn Nets,89,Detroit Pistons,90,Box Score,,
"Thu, Mar 30, 2017",8:00 PM,Los Angeles Lakers,104,Minnesota Timberwolves,119,Box Score,,
"Thu, Mar 30, 2017",10:00 PM,Los Angeles Clippers,124,Phoenix Suns,118,Box Score,,
"Thu, Mar 30, 2017",10:30 PM,Houston Rockets,107,Portland Trail Blazers,117,Box Score,,
"Fri, Mar 31, 2017",7:30 PM,Orlando Magic,116,Boston Celtics,117,Box Score,,
"Fri, Mar 31, 2017",7:00 PM,Denver Nuggets,114,Charlotte Hornets,122,Box Score,,
"Fri, Mar 31, 2017",7:30 PM,Philadelphia 76ers,105,Cleveland Cavaliers,122,Box Score,,
"Fri, Mar 31, 2017",10:30 PM,Houston Rockets,98,Golden State Warriors,107,Box Score,,
"Fri, Mar 31, 2017",8:00 PM,Dallas Mavericks,90,Memphis Grizzlies,99,Box Score,,
"Fri, Mar 31, 2017",8:00 PM,New York Knicks,98,Miami Heat,94,Box Score,,
"Fri, Mar 31, 2017",8:00 PM,Detroit Pistons,105,Milwaukee Bucks,108,Box Score,OT,
"Fri, Mar 31, 2017",8:00 PM,Sacramento Kings,89,New Orleans Pelicans,117,Box Score,,
"Fri, Mar 31, 2017",8:00 PM,San Antonio Spurs,100,Oklahoma City Thunder,95,Box Score,,
"Fri, Mar 31, 2017",7:00 PM,Indiana Pacers,100,Toronto Raptors,111,Box Score,,
"Fri, Mar 31, 2017",9:00 PM,Washington Wizards,88,Utah Jazz,95,Box Score,,
